08:50:01            0         0      0.00         0      0.00
08:51:01            0         0      0.00         0      0.00
08:52:01            0         0      0.00         0      0.00
08:53:01            0         0      0.00         0      0.00
08:54:01            0         0      0.00         0      0.00
08:55:01            0         0      0.00         0      0.00
08:56:01            0         0      0.00         0      0.00
08:57:01            0         0      0.00         0      0.00
08:58:01            0         0      0.00         0      0.00
08:59:01            0         0      0.00         0      0.00
09:00:01            0         0      0.00         0      0.00
09:01:01            0         0      0.00         0      0.00
09:02:01            0         0      0.00         0      0.00
09:03:01            0         0      0.00         0      0.00
09:04:01            0         0      0.00         0      0.00
09:05:01            0         0      0.00         0      0.00
09:06:01            0         0      0.00         0      0.00
09:07:01            0         0      0.00         0      0.00
09:08:01            0         0      0.00         0      0.00
09:09:01            0         0      0.00         0      0.00
09:10:01            0         0      0.00         0      0.00
09:11:01            0         0      0.00         0      0.00
09:12:01            0         0      0.00         0      0.00
09:13:01            0         0      0.00         0      0.00
09:14:01            0         0      0.00         0      0.00
09:15:01            0         0      0.00         0      0.00
09:16:01            0         0      0.00         0      0.00
09:17:01            0         0      0.00         0      0.00
